article_name,article_content
483.txt,"ailing eurodisney vow turnaround eurodisney , european home mickey mouse friend , said sell 253m euro ( £175m ; $ 328m ) new share look avoid insolvency . sale last part plan restructure 2.4bn euros-worth debt . despite struggling since opened 1992 , eurodisney recently made progress turning business around ticket sale picked . however , analyst still question whether attracts enough visitor stay open , even restructuring . eurodisney remains europe 's largest single tourist attraction , attracting 12.4 million visitor annually . new attraction - walt disney studio - recently opened site near paris . company 's currently traded stock tumbled paris latest news , shedding 15 % 22 euro cent . eurodisney sell new share priced 9 euro cent . u disney corporation saudi arabian prince al-walid bin talal , firm 's two main shareholder , buy new stock . restructuring deal second firm 's troubled financial history ; finance first reorganised 1994 ."
484.txt,"uk young top euro earnings league british child enjoy highest average annual income europe - double spanish italian youngster , report suggests . child uk age 10 17 annual income £775 , said market analyst datamonitor . use `` pester power '' get parent stump nearly third income , report said . spend cash , bulk go personal care , soft drink food , datamonitor said . datamonitor add british teenager keen personal care help combine two seemingly contradictory emotional need - desire fit desire express individuality . british teenage girl , compared counterpart seven european country , keen use make-up product . nearly three four girl said used make-up . according datamonitor report trend marked british teenager `` particularly important cosmetic manufacturer likely experiment brand product form long-term beauty routine '' . good time likely keep rolling british child , report predicts still topping earnings table 2008 ."
485.txt,"swiss cement firm buying spree swiss cement firm holcim bid $ 800m ( £429m ) buy two indian cement firm holding company country . plan buy associated cement company ( acc ) , ambuja cement eastern holding firm , ambuja cement india ltd , holcim statement said . share acc fell 5.5 % investor , thought offer underpriced , decided sell . meanwhile , uk-based firm aggregate industry said agreed £1.8bn takeover holcim . deal aggregate give holcim , world 's second-biggest cement maker , entry uk market boost presence u . peter tom , remain aggregate chief executive , said 138p share offer provided `` significant value '' shareholder . markfield , leicestershire-based company run 142 quarry uk u . also 164 ready-mixed concrete plant , 90 asphalt plant 32 pre-cast concrete factory . indian deal go ahead , give holcim major presence world 's fastest-growing market behind china . acc india 's second-largest cement maker annual capacity 18.2 million tonne market share 13 % . `` holcim looking buy ( acc ) cheap , '' said kk mittal , fund manager escort mutual fund new delhi . `` market impressed . want substantial chunk , paying premium market price . '' share holcim rose 2.3 % thursday following news takeover ."
486.txt,"india 's reliance family feud heat ongoing public spat two heir india 's biggest conglomerate , reliance group , spilled board meeting leading company within group . anil ambani , vice-chairman india petrochemical limited ( ipcl ) , stayed away gathering senior manager thursday . move follows decision earlier month anil - younger brother reliance group president mukesh ambani - resign post . resignation accepted brother , also bos ipcl . ipcl board met mumbai discus company 's result october-to-december quarter . understood board also considered anil 's resignation asked reconsider decision . however , anil 's demand anand jain - another ipcl board member accused anil creating rift ambani family - thrown , met . anil accused anand jain , confidant brother mukesh , playing negative role ambani family , responsible trouble brother . wednesday , board reliance energy , another reliance group company , reaffirmed faith anil , company 's chief . reliance group acquired government 's 26 % stake ipcl - india 's second-largest petrochemical company - 2002 , part privatisation drive . meanwhile , group 's flagship company , reliance industry , board meeting friday consider financial result . mukesh company 's chairman anil deputy , expected brother come face face meeting . ambani family control 48 % group , worth $ 17bn ( £9.1bn ; 745bn indian rupee ) . founded father , dhiru bhai ambani , died two year ago ."
487.txt,"world leader gather face uncertainty 2,000 business political leader around globe arriving swiss mountain resort davos annual world economic forum ( wef ) . five day , discus issue ranging china 's economic power iraq 's future sunday 's election . uk prime minister tony blair south african president thabo mbeki among 20 government leader head state leader attending meeting . unlike previous year , protest wef expected muted . anti-globalisation campaigner called demonstration planned weekend . brazilian city porto alegre host rival world social forum , timed run parallel wef 's ritzier event davos . organiser brazilian gathering , brings together thousand campaigner globalisation , fair trade , many cause , promised set alternative agenda swiss summit . however , many issue discussed porto alegre davos talking point well . `` global warming '' feature particularly high . wef participant asked offset carbon emission cause travelling event . davos deep frost . snow piled high across mountain village , night wind chill take temperature minus 20c le . ultimately , forum dominated business issue - outsourcing corporate leadership - boss fifth world 's 500 largest company scheduled attend . much medium focus political leader coming davos , least agenda year 's forum seems lack overarching theme . `` taking responsibility tough choice '' year 's official talking point , hinting welter knotty problem . one thing seems sure , though : transatlantic disagreement deal iran , iraq china set dominate discussion . pointedly , one senior official president bush 's new administration scheduled attend . u government may still make conciliatory gesture , happened year ago vice president dick cheney made surprise appearance davos . ukraine 's new president , viktor yushchenko , speak , day inauguration , event crowned civil protest rigged first election tried keep power . european union 's top leader , among german chancellor gerhard schroeder european commission president manuel barosso , . mr blair formally open proceeding , although speech pre-empted french president jacques chirac , announced attendance last minute secured slot `` special message '' two hour mr blair speaks . organiser also hope new palestinian leader , mahmoud abbas , use opportunity talk least one three israeli deputy prime minister coming event , list includes shimon peres . davos fan still hark back 1994 , talk yassir arafat mr peres came close peace deal . mr blair 's appearance keenly watched , political observer uk claim calculated snub political rival chancellor gordon brown , supposed lead uk government delegation . microsoft founder bill gate , world 's richest man regular davos , focus campaigning good cause , though business interest wholly absent either . already donated billion dollar fight aid malaria , mr gate call world leader support global vaccination campaign protect child developing country easily preventable disease . tuesday , mr gate pledged $ 750m ( £400m ) money support cause . mr gate ' company , software giant microsoft , also hope use davos shore defence open source software like linux , threaten microsoft 's near monopoly computer desktop . mr gate said trying arrange meeting brazil 's president lula da silva . brazilian government plan switch government computer microsoft linux . davos , global problem solving networking never far apart ."
488.txt,"u budget deficit reach $ 368bn u budget deficit set hit worse-than-expected $ 368bn ( £197bn ) year , official said tuesday . cost military operation still need factored , analyst saying deficit could end $ 100bn red . past congressional budget office ( cbo ) forecast said would $ 348bn shortfall 2005 fiscal year . recent month , dollar weakened amid market jitter size budget trade deficit . november , gap u export import widened $ 60bn , record figure . cbo say envisages `` orderly '' decline greenback next two year twin deficit drive dollar investor away . non-partisan fiscal watchdog note decline help exporter boost u economic growth . budget deficit hit record $ 412bn 12 month 30 september 2004 , reaching $ 377bn previous fiscal year . cbo also forecast total shortfall $ 855bn year 2006 2015 , improvement previous projection . however , analyst say new figure fail take account potential $ 2- $ 3.8 trillion cost president 's plan revamp state pension extend tax cut . figure could also worsened military cost . republican blamed size deficit slow economic condition 11 september attack ongoing military operation iraq afghanistan . one president george w bush 's election pledge halve budget deficit within five year . democrat accused president excluding iraq-related cost previous budget meet aim reducing deficit , charge administration denies . tuesday , u administration asked congress additional fund military operation ."
489.txt,"criminal probe citigroup deal trader u banking giant citigroup facing criminal investigation germany controversial bond deal . deal saw sale 11bn euro ( $ 14.4bn ; £7.6bn ) government bond minute 2 august , 4bn euros-worth bought back later . move widely criticised time , german regulator said found evidence possible market manipulation . citigroup said would continue co-operate fully authority . `` disappointed bafin referred prosecutor question whether action brought individual involved , '' citigroup said . trader found guilty , could face five-year jail term fine , reuters reported bafin saying . however , german criminal law , prosecutor pursue citigroup . germany 's financial watchdog bafin told bbc news transferred investigation public prosecutor . `` confirm bafin passed case public prosecutor , '' bafin spokeswoman said . `` criminal investigation . '' `` found clue possible market manipulation , '' spokeswoman said , included sign linked bond trading ahead main trade 2 august . `` germany 's security trading act say bafin find clue , put case hand prosecutor . '' regulatory investigation still going france , uk elsewhere . citigroup operation elsewhere world came regulatory criticism 2004. private banking operation japan closed regulator tokyo `` aggressive sale culture '' led bank flout anti-money laundering rule ."
490.txt,"brazil jobless rate hit new low brazil 's unemployment rate fell lowest level three year december , according government . brazilian institute geography statistic ( ibge ) said fell 9.6 % december 10.6 % november 10.9 % december 2003. ibge also said average monthly salary grew 1.9 % december 2004 december 2003. however , average monthly wage fell 1.8 % december 895.4 reais ( $ 332 ; £179.3 ) november . tuesday 's figure represent first time unemployment rate fallen single digit since new measurement rule introduced 2001. unemployment rate falling gradually since april 2004 reached peak 13.1 % . jobless rate average whole 2004 11.5 % , 12.3 % 2003 , ibge said . improvement attributed country 's strong economic growth , economy registering growth 5.2 % 2004 , government said . economy expected grow 4 % year . president luiz inacio lula da silva promised reduce unemployment elected two year ago . nevertheless , analyst say unemployment could increase next month . `` data favourable , lot job temporary ( christmas ) holiday season , may see slightly higher joblessness january february , '' julio hegedus , chief economist lope filho & associate consultancy rio de janeir , told reuters news agency . despite leftist background , president lula pursued surprisingly conservative economic policy , arguing order meet social promise , government need first reach sustained economic growth . unemployment rate measured six main metropolitan area brazil ( sao paolo , rio de janeiro , belo horizonte , recife , salvador porto alegre ) , population concentrated ."
491.txt,"indonesia 'declines debt freeze ' indonesia longer need debt freeze offered paris club group creditor , economics minister aburizal bakrie reportedly said . indonesia , originally accepted debt moratorium offer , owes paris club $ 48bn ( £25.5bn ) . mr bakrie told bisnis indonesia newspaper $ 1.7bn donor ' aid package meant debt moratorium unnecessary . aid come top previously-pledged $ 3.4bn package . 'normal aid ' would used finance country 's budget deficit . indonesian economics minister explained money - $ 1.2bn grant $ 500m soft loan - rebuilding aceh province , badly hit tsunami 26 december . nevertheless , one mr bakrie 's deputy , mahendra siregar , told afp news agency indonesia still considering offer paris club rich creditor nation temporarily suspend debt payment . `` true still discussing ... paris club decision find detail much debt subject moratorium . 's far stage , '' said mr siregar . 19 member country paris club owed $ 5bn year debt repayment nation affected indian ocean tsunami . indonesia , sri lanka seychelles accepted paris club offer , criticised aid group little . thailand india however declined offer , thailand prefering keep payment india said would prefer rely resource rather international aid . putting payment may lower country 's rating among financial organisation , making expensive difficult borrow money future , analyst said . separately , indonesian government said announce monthly much received foreign donation spent money . welfare minister alwi shihab told ap news agency announcement allay suspicion official corruption relief operation ."
492.txt,"parmalat bank barred suing bank america banned suing parmalat , food group went bust 2003 accounting scandal . bank - along investor , auditor group 's manager - want damage victim fraud hand italian firm . judge barred bank america two auditor case . bank , italaudit - formerly italian arm auditor grant thornton - face lawsuit possible prosecution . second auditor , deloitte & touche , also banned case . grant thornton - rid italian unit centre case - still permitted sue , consob , italy 's stock market regulator , hundred small investor parmalat 's new manager . parmalat collapsed december 2003 emerged 4bn euro ( $ 5.2bn ; £2.8bn ) supposedly held bank american offshore account fact exist ."
493.txt,"china continues rapid growth china 's economy expanded breakneck 9.5 % 2004 , faster predicted well 2003 's 9.1 % . news may mean limit investment lending beijing try take economy boil . china sucked raw material energy feed expansion , could knock-on effect rest world overheats . official pointed industrial growth slowed , service providing much impetus . growth industrial output - main target government effort impose curb credit investment - 11.5 % 2004 , 17 % previous year . still , consumer price - 2.4 % - rose faster 2004 , adding concern sharp rise producer price 7.1 % could stoke inflation . overall investment fixed asset still high , 21.3 % previous year - although way peak 43 % seen first quarter 2004. result could higher interest rate . china raised rate 0.27 percentage point 5.8 % - first hike nine year - october 2004. despite apparent rebalancing economy overall growth picture remains strong , economist said . `` sign slowdown 2005 , '' said tim congdon , economist ing baring . china 's economy gathering speed thanks domestic demand , also soaring sale overseas . figure released earlier year showed export six-year high 2004 , 35 % . part impetus come relative cheapness yuan , china 's currency . government keep pegged close rate 8.28 u dollar , - much chagrin many u lawmaker blame china lost job competitiveness . despite urging ease peg , official insist long way ready make shift market-set rate . `` need good feasible plan formulating plan also need time , '' national bureau statistic chief li deshui told reuters . `` hope make fortune speculating renminbi revaluation succeed making profit . ''"
494.txt,"sec rethink post-enron rule u stock market watchdog 's chairman said willing soften tough new u corporate governance rule ease burden foreign firm . speech london school economics , william donaldson promised `` several initiative '' . european firm protested u law introduced enron scandal make wall street listing costly . u regulator said foreign firm may get extra time comply key clause sarbanes-oxley act . act come force mid-2005 . obliges firm u stock market listing make declaration , , critic say , add substantially cost preparing annual account . firm break new law could face huge fine , senior executive risk jail term 20 year . mr donaldson said although act provide exemption foreign firm , security exchange commission ( sec ) would `` continue sensitive need accomodate foreign structure requirement '' . , , disagree intention act , obliges chief executive sign statement taking responsibility accuracy account . european firm secondary listing new york objected - arguing compliance cost outweigh benefit dual listing . act also applies firm 300 u shareholder , situation many firm without u listing could find . 300-shareholder threshold drawn anger effectively block obvious remedy , delisting . mr donaldson said sec would `` consider whether new approach deregistration process '' foreign firm unwilling meet u requirement . `` seek solution preserve investor protection '' without turning u market `` one exit '' , said . revealed staff already weighing merit delaying implementation act 's least popular measure - section 404 - foreign firm . seen particularly costly implement , section 404 obliges chief executive take responsibility firm 's internal control signing compliance statement annual account . sec already delayed implementation clause smaller firm - including u one - market capitalisation $ 700m ( £374m ) . delegation european firm visited sec december press change , financial time reported . led digby jones , director general uk 's confederation british industry ( cbi ) included representative basf , siemens cadbury schweppes . compliance cost already believed making firm wary u listing . air china picked london stock exchange secondary listing $ 1.07bn ( £558m ) stock market debut last month . also rumour two chinese state-run bank - china construction bank bank china - abandoned plan multi-billion dollar listing new york later year . instead , cost sarbanes-oxley persuaded stick single listing hong kong , according press report china ."
495.txt,"bbc poll indicates economic gloom citizen majority nation surveyed bbc world service poll believe world economy worsening . respondent also said national economy getting worse . asked family 's financial outlook , majority 14 country said positive future . almost 23,000 people 22 country questioned poll , mostly conducted asian tsunami disaster . poll found majority plurality people 13 country believed economy going downhill , compared respondent nine country believed improving . surveyed three country split . percentage term , average 44 % respondent country said world economy getting worse , compared 34 % said improving . similarly , 48 % pessimistic national economy , 41 % optimistic . 47 % saw family 's economic condition improving , 36 % said getting worse . poll 22,953 people conducted international polling firm globescan , together program international policy attitude ( pipa ) university maryland . `` world economy picked difficult time year ago , people seem fully absorbed development , though personally experiencing effect , '' said pipa director steven kull . `` people around world saying : ' 'm ok , world n't ' . '' may perception war , terrorism religious political division making world worse place , even though far reflected global economic performance , say bbc 's elizabeth blunt . country people optimistic , world family , two fast-growing developing economy , china india , followed indonesia . china seen two decade blistering economic growth , led wealth creation huge scale , say bbc 's louisa lim beijing . result also may reflect untrammelled confidence people subject endless government propaganda country 's rosy economic future , correspondent say . south korea pessimistic , respondent italy mexico also quite gloomy . bbc 's david willey rome say one reason result changeover lira euro 2001 , widely viewed biggest reason wage salary worth le used . philippine among upbeat country prospect respondent ' family , one pessimistic world economy . pipa conducted poll 15 november 2004 3 january 2005 across 22 country face-to-face telephone interview . interview took place 15 november 2004 5 january 2005. margin error 2.5 4 point , depending country . eight country , sample limited major metropolitan area ."
496.txt,"europe asks asia euro help european leader say asian state must let currency rise u dollar ease pressure euro . european single currency shot successive all-time high dollar past month . tacit approval white house weaker greenback , could help counteract huge deficit , helped trigger move . europe say euro enough , asia must share burden . china seen main culprit , export soaring 35 % 2004 partly back currency pegged dollar . `` asia engage greater currency flexibility , '' said french finance minister herve gaymard , meeting german counterpart han eichel . market responded pushing euro lower , expectation rhetoric - pressure - unlikely ease ahead meeting g7 industrialised country next week . early tuesday morning , dollar edged higher 1.3040 euro . yen , meanwhile , strengthened 102.975 dollar 0730 gmt ."
497.txt,"fbi agent colludes analyst former fbi agent internet stock picker found guilty using confidential u government information manipulate stock price . new york court ruled former fbi man jeffrey royer , 41 , fed damaging information anthony elgindy , 36. mr elgindy drove share price lower spreading negative publicity via newsletter . egyptian-born analyst would extort money target return stopping attack , prosecutor said . `` guise protecting investor fraud , royer elgindy used fbi 's crime-fighting tool resource actually defraud public , '' said u attorney roslynn mauskopf . mr royer convicted racketeering , security fraud , obstruction justice witness tampering . mr elgindy convicted racketeering , security fraud extortion . charge carry sentence 20 year . guilty verdict announced jury foreman , mr elgindy dropped face hand sobbed , associated press news agency reported . led weeping court room u marshal , ap said . defense lawyer contended mr royer feeding information mr elgindy another trader attempt expose corporate fraud . mr elgindy 's team claimed also fighting corporate wrongdoing . `` elgindy 's conviction mark end public charade crusader fraud market , '' said m mauskopf . one bizarre aspect trial focused claim mr elgindy may foreknowledge 11 september terrorist attack new york washington . mr elgindy trying sell stock prior attack predicted slump market . charge brought relation allegation ."
498.txt,"million go missing china bank two senior official one china 's top commercial bank reportedly disappeared fund worth $ 120m ( £64m ) went missing . pair worked bank china northern city harbin , south china morning post reported . latest scandal bank china nothing reassure foreign investor china 's big four bank ready international listing . government policy see bank listing vital economic reform . bank china one two frontrunners race list overseas . china construction bank . expected list abroad 2005. shared $ 45bn state bailout 2003 , help clean balance sheet preparation foreign stock market debut . however , report china-published economic observer said monday two bank may scrapped plan list new york cost meeting regulatory requirement imposed since enron scandal . bank china country 's biggest foreign exchange dealer , china construction bank largest deposit holder . china 's banking sector burdened least $ 190bn bad debt according official data , though observer believe true figure far higher . officially , one five loan repaid . attempt strengthen internal control tighten lending policy uncovered succession scandal involving embezzlement bank official loans-for-favours . high-profile case involved ex-president bank china , wang xuebing , jailed 12 year 2003. although , committed offence whilst running bank china new york , mr wang head china construction bank scandal broke . earlier month , china construction bank branch manager jailed life separate case . china 's bank used act cash office state enterprise require check credit worthiness . introduction market reform accompanied attempt modernise banking sector , link bank local government remain strong . last year , china 's premier , wen jiabao , targeted bank lending practice series speech , regulator ordered big loan scrutinised , attempt cool irresponsible lending . china 's leader see reforming top four bank vital distribute capital profitable company protect health china 's economic boom . two problem persist . first , inefficient state enterprise continue receive protection bankruptcy employ large number people . second , many questionable loan come big four , smaller bank . another high profile financial firm , china life , facing shareholder lawsuit probe u security exchange commission following 2004 new york listing failure disclose accounting irregularity parent company ."
499.txt,"china aviation seek rescue deal scandal-hit jet fuel supplier china aviation oil offered repay creditor $ 220m ( £117m ) $ 550m lost trading oil future . firm said hoped pay $ 100m another $ 120m eight year . asset $ 200m liability totalling $ 648m , need creditor ' backing offer avoid going bankruptcy . trading scandal biggest hit singapore since $ 1.2bn collapse baring bank 1995. chen jiulin , chief executive china aviation oil ( cao ) , arrested changi airport singapore police 8 december . returning china , headed cao announced trading debacle late-november . firm betting heavily fall price oil october , price rose sharply instead . among creditor whose backing cao need restructuring plan banking giant barclay 's capital sumitomo mitsui , well south korean firm sk energy . immediate payment , firm - china 's biggest jet fuel supplier - said would paying $ 30m resource . rest would come parent company , china aviation oil holding company beijing . holding company , owned chinese government , hold cao 's singapore-listed share . cut holding 75 % 60 % 20 october ."
500.txt,"low-cost airline hit eurotunnel channel tunnel operator eurotunnel seen sale fall face upsurge european low-cost airline . firm said sale 4 % 2004 789m euro ( $ 1.03bn ; £548m ) . `` impact development no-frills airline felt ever strongly , '' said chief executive jean-louis raymond . income vehicle-carrying shuttle service fell 7 % , although 15 % passenger meant 2 % rise railway revenue . cross-channel truck market improving , eurotunnel said , warned benefiting since much traffic container destined port . passenger-only train use tunnel run separate company , eurostar . eurotunnel still struggling debt 6bn euro . company currently kept afloat 200-plus bank owes money . shareholder revolt threw old board 2004. bbc 's business editor , jeff randall , said bank could yet step take altogether . `` moment ca n't even service interest debt , '' said . `` company departure lounge life . ''"
501.txt,"water firm suez argentina row conflict argentine state water firm agua argentina , controlled france 's suez , casting doubt firm 's future . firm , serf province buenos aire , want tariff rise 60 % fund water-supply improvement . government rejected 60 % rise want agua argentina make annual investment 400m peso ( $ 136m ; £72.3m ) improvement . planning minister julio de vido offered state help `` free '' . mr de vido said argentine state would make contribution `` form subsidy '' . said contribution could made return seat company 's board . added government discussion agua argentina role might take event state contribution agreed . however , agua argentina told argentine newspaper clarin would accept change legal structure , practice , rule state participation board . planning minister n't rule possibility cancelling agua argentina water concession . yet added n't like `` futurology '' . last week , argentine economic minister , roberto lavagna , told french medium paris government considering allowing 16 % increase tariff possibility state contribution agua argentina infrastructure investment . speaking buenos aire , mr de vido later denied possibility tariff increase insisted annual investment water infrastructure centre discussion . added coming week future agua argentina would decided . suez owns 40 % agua argentina ( 39.9 % ) , spain 's agua de barcelona second biggest shareholder 25.01 % . recently , suez lost water concession bolivia mass protest city el alto ( poorest country ) , citizen complaining unfair water charge . forced government cancel contract . argentina , suez 's subsidiary , fined cutting supply water recent heat wave allegedly failing keep investment meet demand water , maintained tense relationship argentine government . last financial crisis argentina , firm sued state alleging converting tariff u dollar peso , freezing devaluation , affected company made difficult meet contractual obligation . president nestor kirchner argentina arrived power began negotiate solution disagreement international utility operating argentina . rejected tariff increase , alleging impoverish citizen . also asked investment meet growing demand water . may 2004 , agua argentina government signed agreement renegotiate buenos aire water-concession contract . firm agreed invest 242m peso . issue attracted european interest . last week paris , president kirchner discussed problem issue french president jacques chirac . argentine government also pressure european union country international monetary fund ( imf ) raise utility tariff , utility operating argentina european ."
502.txt,"algeria hit gas riot algeria suffered weekend violent protest government plan raise gas price , local press report . demonstrator number region blocked road , attacked public building overturned vehicle , newspaper including el watan reported . price butane gas , vital fuel cooking , risen 200 dinar ( $ 2.77 ) per canister 170 dinar . even hike , failing economic condition fanning resentment algeria 's poorest region . demonstrator took street last week cost change first announced , police seemed restored order . according local press report , trouble flared saturday carried sunday . el watan said number hot spot centred village town close bouira , 100 kilometre ( 60 mile ) south capital algiers . among main area affected western tiaret region sidi ammar east country , agence france presse ( afp ) reported . riot also flared maghnia region close border morocco west , afp said . butane gas fuel oil used main source fuel heat home cook food algeria 's remote mountain area ."
503.txt,"india 's maruti see profit jump india 's biggest carmaker maruti reported sharp increase quarterly profit booming economy low interest rate boosted demand . net profit surged 70 % 2.39bn rupee ( $ 54.98m ; £29.32m ) last three month 2004 compared 1.41bn rupee year earlier . total sale 30.1bn rupee , 27 % 2004 period . maruti account half india 's domestic car sale , luring consumer cheap , fuel-efficient vehicle . demand india also driven poor state public transport low level car ownership , analyst said . figure show eight people per thousand car owner . maruti beat market expectation despite increase raw material cost . company , majority-owned japan 's suzuki , said increase steel raw material price partially offset cost cutting . sale fiscal third quarter , including van utility vehicle , rose 17.8 % 136.069 unit . maruti company benefiting indian 's economic growth give consumer greater spending power . utility vehicle tractor maker mahindra reported 52 % rise net profit last three month 2004. profit 1.33bn rupee compared 874.2m rupee year earlier ."
504.txt,"aid climate top davos agenda climate change fight aid leading list concern first day world economic forum swiss resort davos . 2,000 business political leader around globe listen uk prime minister tony blair 's opening speech wednesday . mr blair focus africa 's development plan global warming . earlier day came update effort 3 million people anti-aids drug end 2005. world health organisation ( ) said 700,000 people poor country life-extending drug - 440,000 six month earlier amounting 12 % 5.8 million needed . $ 2bn `` funding gap '' still stood way hitting 2005 target , said . theme stressed mr blair - whose attendance announced last minute - want dominate uk 's chairmanship g8 group industrialised state . issue discussed five-day conference range china 's economic power iraq 's future sunday 's election . aside mr blair , 20 world leader expected attend including french president jacques chirac - due speak video link bad weather delayed helicopter - south african president thabo mbeki , whose arrival delayed ivory coast peace talk . ukraine 's new president , viktor yushchenko , also - newly elected palestinian leader mahmoud abbas . showbiz figure also put appearance , u2 frontman bono - well-known campaigner trade development issue - angelina jolie , goodwill campaigner un refugee . unlike previous year , protest wef expected muted . anti-globalisation campaigner called demonstration planned weekend . time , 100,000 people expected converge brazilian resort porto alegre world social forum - so-called `` anti-davos '' campaigner globalisation , fair trade , many cause . contrast , davos forum dominated business issue - outsourcing corporate leadership - boss fifth world 's 500 largest company scheduled attend . survey published eve conference pricewaterhousecoopers said four ten business leader `` confident '' company would see sale rise 2005. asian american executive , however , much confident european counterpart . political discussion , focusing iran , iraq china , likely dominate medium attention ."
505.txt,"china top trader japan china overtook u become japan 's biggest trading partner 2004 , according number released japan 's finance ministry wednesday . china accounted 20.1 % japan 's trade 2004 , compared 18.6 % u . 2003 , u ahead 20.5 % china came second 19.2 % . change highlight china 's growing importance economic powerhouse . 2004 , japan 's import export china ( hong kong ) added 22,201bn yen ( $ 214.6bn ; £114.5bn ) . highest figure japanese trade china since record began 1947. compare 20,479.5bn yen trade u . trade u 2004 hurt one-off factor , including 13-month ban u beef import following discovery cow infected mad cow disease ( bse ) u . however , economist predict china become even important japanese trading partner coming year . tuesday , figure showed china 's economy grew 9.5 % 2004 expert say overall growth picture remains strong . analyst see two spur future growth china 's membership world trade organisation lower trade tariff . 2004 , japan 's trade surplus grew 17.9 % 12.011 trillion yen , half surplus , 6.962 trillion yen , accounted trade u . december , surplus grew 1.8 % year ago 1.14 trillion yen thanks stronger-than-expected export ."
506.txt,"trial begin spain 's top banker trial emilio botin , chairman spain 's powerful bank , santander central hispano , started madrid . mr botin accused misusing bank 's fund approved payment 160m euro ( $ 208m ; £111m ) bonus pension payouts two former executive . however , trial suspended mr botin 's lawyer introduced new set document day testimony set begin . three-judge panel gave prosecution lawyer monday study document , trial reconvened . high-profile case began two santander shareholder filed criminal complaint payment jose maria amusategui angel corcostegui , stepped 2001. executive helped mr botin orchestrate spain 's biggest bank merger , santander banco central hispano , 1999. arrived spain 's high court earlier wednesday , mr botin greeted waiting medium , saying : `` full faith justice . '' santander 's board governor strongly reject charge chairman , saying payouts legal made unanimous support . convicted , mr botin could face prison term six year . mr corcostegui , former ceo santander , also asked court new evidence admitted . spite allegation , mr botin continues lead santander , instrumental £8.5bn takeover last november british bank abbey national . since taking chairmanship 1986 , turned santander one top ten biggest bank world ."
508.txt,"healthsouth ex-boss go trial former head u medical service firm healthsouth overstated earnings asset boost company 's share price , claimed court . richard scrushy , 52 , accused `` directing '' $ 2.7bn ( £1.4bn ) accounting fraud company co-founded alabama 1984. prosecutor said motivated wealth - spending $ 200m 1996 2002 earning much le . defence lawyer said mr scrushy deceived executive . several former healthsouth employee already pleaded guilty fraud expected give evidence mr scrushy . `` present evidence richard scrushy knew conspiracy , participated conspiracy profited , '' prosecutor alice martin told court . mr scrushy first chief executive tried breaching sarbanes oxley act - law introduced wake enron worldcom fraud obliges corporate boss vouch accuracy company ' result . among charge face conspiracy commit fraud , filing false statement money laundering . federal agent raided healthsouth 's office march 2003 , company said none past financial statement could relied . firm since reorganised board management team currently operates 1,400 health clinic ."
507.txt,"uk economy end year spurt uk economy grew estimated 3.1 % 2004 accelerating last quarter year , say office national statistic ( ons ) . figure line treasury bank england forecast . ons say gross domestic product ( gdp ) rose strong 0.7 % three month 31 december , compared 0.5 % previous quarter . rise came despite decline production output worst christmas retailer decade . annual figure marked best year since 2000 , also well ahead 2.2 % recorded 2003. growth final three month 2004 marked 50th consecutive quarter expansion . `` basis latest information uk entered 2005 course continue record period growth , '' said paul boateng , chief secretary treasury statement . ons said service sector , account nearly three-quarters uk economy , grew 1.0 % quarter . strong service figure welcomed analyst , given lacklustre retail sale december across christmas holiday period . `` fact service component well suggests back trend ( growth ) particularly concerned slowdown , '' said ross walker , uk economist rb financial market . however , output production sector contracted 0.5 % , second quarterly fall row state affair economist classify recession . however ons would comment definition recession whether manufacturing recovery . steve radley , chief economist manufacturer ' organisation eef , said : `` figure remain odds actually happening ground . `` whilst company may experiencing tougher condition year , 'recession ' word manufacturer would currently recognise . '' ons said sharp fall mining quarrying , driven oil gas extraction , primarily responsible overall contraction manufacturing production figure . simon rubinsohn , chief economist gerrard , said : `` outturn ( 0.7 % ) well ahead market expectation cast doubt scare story round surrounding current state uk economy . '' said gdp figure may help `` push interest rate expectation little higher along curve '' . `` suggestion money market next move likely upward rather downward direction . consistent thinking , '' said mr rubinsohn . bank england 's nine-strong rate-setting committee voted unanimously earlier month keep interest rate steady 4.75 % , minute meeting showed wednesday ."
509.txt,"euro firm miss optimism 90 % large company around world highly optimistic economic prospect , survey 1,300 boss suggests . biggest worry terror threat , over-regulation , low-cost competition wild ups down oil price . one exception : firm western europe - uk - lacking confidence year slow growth . business adviser pricewaterhousecoopers ( pwc ) conducted survey two year ago , nearly 30 % boss gloomy prospect . global business leader say facing two-pronged regulatory assault . string corporate scandal united state - enron worldcom - sarbanes-oxley act force company much transparent , paperwork cost lot time money . across europe , meanwhile , stock exchange-listed company currently process moving new complex accounting standard called ifrs . hacking red tape hardly avoided , many chief executive around world appear decided deal low-cost competitor . already , 28 % boss polled survey say moved part business low-wage country , another 11 % plan future . possibly result , worry low-cost competition slightly fallen last year , 54 % company calling `` significant threat '' `` one biggest threat '' . pwc 's global chief executive , samuel dipiazza , said growing number company also concerned move outsource work cheaper country could hurt reputation home market harm quality service provide customer . according frank brown , global advisory leader pwc , trend large company global operation one clear upside : `` one risk one region - example middle east - wo n't kill business anymore . '' surprisingly , survey suggests rapid decline u dollar seen huge threat anymore , unlike even year ago , cited third-largest problem . mr dipiazza said interview chief executive suggested company `` adjusted '' new reality euro buy $ 1.30 , others successfully hedged position locked favourable exchange rate . - survey , pricewaterhousecoopers interviewed 1,324 chief executive throughout world last three month 2004 ."
